City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
501,acari,-15.4311,-74.6158,66.54,77,54,4.07,PE,1690065146
502,pombia,45.653,8.6336,72.66,78,40,3.44,IT,1690065146
503,muzhi,65.3667,64.6667,60.73,94,100,3.49,RU,1690065146
504,sola,-13.8833,167.55,75.51,91,100,18.45,VU,1690065146
505,basco,20.4487,121.9702,83.79,80,79,13.18,PH,1690065146
506,amguri,26.8,94.5333,78.12,91,96,4.47,IN,1690065147
507,oytal,42.9057,73.2697,75.65,35,25,3.76,KZ,1690065147
508,batticaloa,7.7102,81.6924,79.65,65,93,5.17,LK,1690065147
509,olga,43.7444,135.2892,68.67,88,90,6.44,RU,1690065147
510,vogan,6.3333,1.5333,78.62,90,97,10.87,TG,1690065147
511,zyryanovsk,49.7386,84.2719,55.47,79,56,1.32,KZ,1690065148
512,pompeu,-19.2244,-44.9353,70.16,46,62,9.31,BR,1690065148
513,trinidad,-14.8333,-64.9,87.78,55,20,3.44,BO,1690065148
514,lincoln,40.8,-96.667,91.31,70,0,1.01,US,1690065148
515,soller,39.7662,2.7152,82.02,69,70,3.18,ES,1690065148
516,moose factory,51.2585,-80.6094,75.2,46,0,11.5,CA,1690065149
517,saratoga springs,43.0831,-73.7846,84.15,40,1,3.0,US,1690065149
518,iralaya,15.0,-83.2333,81.84,86,83,12.97,HN,1690065149
519,los cordobas,8.894,-76.3546,84.0,82,100,7.45,CO,1690065150
520,port hardy,50.6996,-127.4199,64.58,72,75,8.05,CA,1690065150
521,bayan,46.0833,127.4,68.72,98,100,13.98,CN,1690065150
522,yabrud,33.9674,36.6574,72.86,29,0,5.97,SY,1690065150
523,ranong,9.9658,98.6348,75.13,84,100,12.15,TH,1690065150
524,nelson bay,-32.7167,152.15,48.09,85,79,11.63,AU,1690065150
525,nuuk,64.1835,-51.7216,47.01,100,75,18.41,GL,1690065151
526,cidreira,-30.1811,-50.2056,63.16,91,26,10.36,BR,1690065151
527,tulungagung,-8.0657,111.9025,68.74,91,87,2.37,ID,1690065151
528,tigil,57.8,158.6667,59.41,87,100,10.51,RU,1690065151
529,carlsbad,33.1581,-117.3506,96.42,70,0,11.5,US,1690065151
530,champerico,14.3,-91.9167,86.54,70,100,5.17,GT,1690065151
531,mount pleasant,32.7941,-79.8626,91.98,59,0,8.01,US,1690065152
532,lar,26.2039,83.9717,86.67,69,22,11.41,IN,1690065152
533,galle,6.0367,80.217,79.86,87,85,13.69,LK,1690064915
534,dublin,37.7021,-121.9358,108.9,30,0,9.22,US,1690065152
535,tocopilla,-22.092,-70.1979,68.94,65,59,12.19,CL,1690065152
536,metro,-5.1131,105.3067,72.93,89,81,3.8,ID,1690065152
537,turukhansk,65.8167,87.9833,62.87,95,100,8.16,RU,1690065152
538,hobyo,5.3505,48.5268,76.89,79,87,26.78,SO,1690065152
539,mago,53.2514,140.1822,75.99,44,72,5.57,RU,1690065153
540,rabo de peixe,37.8,-25.5833,67.51,83,20,3.44,PT,1690065153
541,lubango,-14.9172,13.4925,61.57,40,94,3.89,AO,1690065153
542,gorontalo,0.5412,123.0595,73.31,93,99,3.24,ID,1690064963
543,san quintin,30.4833,-115.95,71.8,72,100,12.06,MX,1690065153
544,san patricio,28.017,-97.5169,102.92,41,19,17.18,US,1690065153
545,ambilobe,-13.2,49.05,67.01,79,1,3.56,MG,1690065153
546,kalmunai,7.4167,81.8167,79.0,68,85,1.34,LK,1690065153
547,rio grande,-32.035,-52.0986,70.95,87,77,13.56,BR,1690065153
548,yar-sale,66.8333,70.8333,58.3,95,79,6.35,RU,1690065153
549,nyurba,63.2842,118.3319,71.89,65,97,4.63,RU,1690065154
550,baghdad,33.3406,44.4009,93.11,12,0,8.05,IQ,1690064856
551,abu zabad,12.35,29.25,78.3,71,65,10.42,SD,1690065154
552,fare,-16.7,-151.0167,76.42,71,92,10.54,PF,1690065154
553,prince rupert,54.3161,-130.3201,60.49,96,100,12.66,CA,1690064892
554,sokolo,14.7328,-6.1219,89.26,46,60,2.77,ML,1690065154
555,tambura,5.6,27.4667,67.78,93,51,1.1,SS,1690065154
556,tabou,4.423,-7.3528,76.8,82,99,9.89,CI,1690065154
557,sao miguel do araguaia,-13.275,-50.1628,77.49,38,5,4.65,BR,1690065155
558,luderitz,-26.6481,15.1594,53.64,67,89,9.35,NA,1690065155
559,kutum,14.2,24.6667,78.31,50,92,10.67,SD,1690065155
560,huarmey,-10.0681,-78.1522,69.19,78,23,10.51,PE,1690065155
561,pochutla,15.7432,-96.4661,91.22,58,100,5.32,MX,1690065155
562,murgab,37.4966,61.9714,80.47,28,0,6.91,TM,1690065155
563,zhigansk,66.7697,123.3711,65.73,75,78,3.74,RU,1690065155
564,denpasar,-8.65,115.2167,76.71,83,20,10.36,ID,1690065058
565,ishigaki,24.3448,124.1572,84.33,84,40,3.44,JP,1690065155
566,hofn,64.2539,-15.2082,51.04,85,88,2.71,IS,1690065155
567,campobasso,41.6333,14.5833,78.4,68,1,7.0,IT,1690064930
568,walvis bay,-22.9575,14.5053,55.09,87,15,9.22,NA,1690065156
569,xiangfan,32.0422,112.1448,79.83,93,62,6.02,CN,1690065156
570,alnashi,56.1874,52.4792,52.88,85,15,8.1,RU,1690065156
571,mount isa,-20.7333,139.5,49.77,50,0,14.97,AU,1690065156
572,salvacion,7.9833,126.1333,74.84,91,100,3.06,PH,1690065156
573,bubaque,11.2833,-15.8333,81.09,80,28,13.89,GW,1690065156
574,quelimane,-17.8786,36.8883,67.95,94,75,5.75,MZ,1690065008
575,bato,13.3528,123.3677,77.58,93,100,4.25,PH,1690065156
576,istok,42.7808,20.4875,71.8,50,0,3.8,XK,1690065156
577,pital,2.2665,-75.8044,72.0,74,52,5.06,CO,1690065156
578,surt,31.2089,16.5887,82.08,69,0,6.49,LY,1690065157
579,biak,-0.9131,122.8766,75.31,81,74,6.4,ID,1690065157
580,hearst,49.6835,-83.6665,77.25,49,76,9.15,CA,1690065157
581,port hawkesbury,45.6169,-61.3485,70.92,100,100,9.22,CA,1690065157
582,tilichiki,60.4667,166.1,57.99,74,51,14.36,RU,1690065157
583,sarny,51.338,26.6019,56.07,90,62,6.76,UA,1690065157
584,jiuquan,39.7432,98.5174,75.72,24,94,3.8,CN,1690065157
585,belaya gora,68.5333,146.4167,53.98,69,64,5.21,RU,1690065157
586,altamira,-3.2033,-52.2064,79.02,55,63,1.48,BR,1690065157
587,kushiro,42.975,144.3747,65.35,100,75,5.75,JP,1690064971
588,poso,-1.3959,120.7524,77.52,79,21,4.32,ID,1690065158
